,country_name,year,population,gdp,rural_population_percent,electricity_access_percent,project_cost,gdp_per_capita
607,Ghana,2010,0.0033523266552131486,0.00040614994042128714,0.49694593754164623,0.6503731336276212,0.01198037482189653,0.06384223854565005
608,Ghana,2011,0.0034354167970169435,0.000499558102882075,0.48938296832659584,0.6405896589667001,0.021421060639741436,0.07781710126877633
609,Ghana,2012,0.0035200577051785805,0.0005295517120662123,0.48188663320154584,0.6928348840750321,0.011468194778874539,0.08071064906754104
610,Ghana,2013,0.003605767477043596,0.0006036732349190405,0.47449024921149646,0.706970697070362,0.00721181175983479,0.09049244466537851
611,Ghana,2014,0.0036919483711924535,0.0004934964462997333,0.4671938163564478,0.7829782978302681,0.009904504299653888,0.07104726117649501
612,Ghana,2015,0.003778649267566484,0.00047140415204413046,0.4599751232730664,0.7571284991053363,0.04144387824651726,0.06591095726135471
613,Ghana,2016,0.003866182596037263,0.0005404684145226741,0.4528674870063523,0.7929792979302557,0.00144688741032607,0.07457455166662855
614,Grenada,1995,1.2252594279902526e-05,3.874775956230994e-06,0.6764692816845097,0.8390766963662853,0.00027998798597005656,0.1761352446173022
615,Grenada,2000,1.2569711269140112e-05,6.122579386490907e-06,0.6617764648394119,0.8595141496574678,0.0003334402378370673,0.2645591775909462
616,Grenada,2001,1.2618859045766039e-05,6.127631929109952e-06,0.6591777353293945,0.8630013605611673,2.1211211058337617e-05,0.2638197325445901
617,Grenada,2002,1.265541856352865e-05,6.379020613765643e-06,0.6596997023677313,0.8663651155157562,0.00033146052480495584,0.2734068903652892
618,Grenada,2003,1.2707914281341628e-05,7.01949299170891e-06,0.6602216694060681,0.8696659979721585,0.00031958224661228675,0.29848210502023964
619,Grenada,2004,1.2778689758035912e-05,7.121856709494715e-06,0.6607547421260718,0.8729646676828723,0.00028281614744450157,0.3011177925886903
620,Grenada,2005,1.2847724305312929e-05,8.338209423547221e-06,0.6612767091644085,0.8763217844003964,9.898565160557554e-05,0.34873918577102725
621,Grenada,2008,1.3062327335402978e-05,9.988724620814869e-06,0.6628426102794188,0.8999899990001236,0.0001453674997864738,0.4091329117069105
622,Grenada,2009,1.3138459517996545e-05,9.297472200360213e-06,0.6633645773177558,0.8914264442804127,0.0001272672663500257,0.3796127508643775
623,Grenada,2010,1.3216868300597308e-05,9.294158443830079e-06,0.6638865443560926,0.8956981116815182,0.0002545345327000514,0.37741760693710846
624,Grenada,2011,1.3302374718514622e-05,9.39061543740538e-06,0.6644085113944294,0.8879887988801384,0.00014140807372225078,0.3789657630608115
625,Grenada,2014,1.3592909054727015e-05,1.1069251228753115e-05,0.6650082182044333,0.9139864547980161,0.00042422422116675235,0.4359271787912721
626,Grenada,2015,1.3691405484450092e-05,1.215006662027599e-05,0.6648860557060993,0.918708759303846,0.0006731024309179137,0.47424793884414995
627,Grenada,2016,1.3790504543586837e-05,1.2897944961640499e-05,0.6646084136644307,0.9234360234120823,0.00028281614744450157,0.49944344903965165
628,Guatemala,1992,0.001287703285205262,0.00013149375578248865,0.5946870418906313,0.6273789671455944,0.005656322948890031,0.05295701553770655
629,Guatemala,1995,0.0013843031732046973,0.00018475405202570764,0.5813824352538759,0.6079607960804843,0.00029695695481672663,0.07099655285122597
630,Guatemala,1997,0.0014499710977828382,0.0002243669167653154,0.5724534671938163,0.6901122149575404,0.006999699649251414,0.08324153371330589
